integrated_management_brief_id,decision_package_id,hospital_name,department_name,dominant_kpi_name,risk_tier,urgency,management_attention_level,final_readiness_status,approval_status,brief_title,executive_headline,current_issue_summary,why_it_matters,representative_recommendation,immediate_action_option,near_term_action_option,preventive_action_option,baseline_summary,conservative_summary,expected_summary,higher_intensity_summary,displacement_risk,estimated_scenario_cost,estimated_financial_benefit,estimated_net_financial_impact,lower_financial_estimate,central_financial_estimate,upper_financial_estimate,financial_confidence,affordability_status,main_blocking_condition,top_secondary_conditions,failed_gates,required_resolution,primary_permitted_action,secondary_permitted_actions,escalation_status,monitoring_required,top_management_questions,blocking_question_count,causality_status,provisional_warning,contradiction_warning,evidence_completeness_status,lineage_completeness_status,future_audit_status,display_colour,display_icon,display_priority
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Bed Occupancy Rate Attention,Medical Ward is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Medical Ward Patient Satisfaction Score Attention,Medical Ward is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Outpatient Clinic Staffing Level Attention,Outpatient Clinic is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Outpatient Clinic Staffing Level Attention,Outpatient Clinic is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
