monitoring_action_id,decision_action_routing_id,decision_package_id,monitoring_required,monitoring_kpi,monitoring_frequency,trigger_condition,escalation_condition,reassessment_condition,responsible_role,reporting_requirement,current_status,governance_note
MON-29CDEADC,DAR-436AC210,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-93175B30,DAR-65082F7A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E44C86BA,DAR-B3C2E998,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-F4A80D6A,DAR-91D90854,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A486B562,DAR-0E65789B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-7FFF52A8,DAR-176EE90A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F8303584,DAR-C07CB25D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-F906AC97,DAR-A1A2665D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-3C2AE510,DAR-F0143175,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-FA496E3E,DAR-B5484C62,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-927BE01B,DAR-23D672E9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E1418F11,DAR-28BD94EC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A9F09C8C,DAR-02DF1924,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-9CC241F5,DAR-77B5EE58,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-157D85C8,DAR-5231C4E3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-666D9834,DAR-95B8A848,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-02D3ABB9,DAR-31A5A4CB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E4ACBFCA,DAR-895ACABD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-DC70F3F4,DAR-AEE32709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-7816C4AC,DAR-B2062893,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-980E3EE8,DAR-6ED35B2B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-093FAA37,DAR-33455E2F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-02FC4DDB,DAR-32771955,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-EF901E86,DAR-85979769,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A79A51BD,DAR-67B764A2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-DBC338C8,DAR-4F06A506,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-F7E388CC,DAR-5C6CFA9B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E6BDBAD8,DAR-EC563043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9868BF37,DAR-0B4C4141,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-0269A0DB,DAR-8C219A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-48119C6C,DAR-EC8DC8D1,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A70493D1,DAR-DE81E8AC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-382E4EC3,DAR-3D9D2EA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F57A73A1,DAR-22A116C9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E32CDF02,DAR-966E9E6B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-22BA55AB,DAR-4E8C9D82,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-410D643C,DAR-179B0B85,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-722D1135,DAR-50187F50,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-2EFF8EE3,DAR-39C5317E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-4D725106,DAR-2F84955A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-4D636944,DAR-C131D1B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-2F213871,DAR-7DE5A642,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F6F23A0F,DAR-28D1CA61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-3E36151D,DAR-B74AF76C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E5350347,DAR-D519F794,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-7A17D534,DAR-F5016DBB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-3580CF03,DAR-0457E95C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B972C9C5,DAR-045AE68E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-949E9700,DAR-222D5C8B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-856AF3C6,DAR-66E36FD3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1294D31B,DAR-4BC7B26C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-59F09C6F,DAR-8F7677D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-547330DA,DAR-9B05F649,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8E7EA4C9,DAR-3053D96C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-48076F7C,DAR-0AE415AF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C19516DB,DAR-323AB6D4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E197A19D,DAR-CF1543E6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C8FF929D,DAR-C303CB6D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-3AA23C30,DAR-5F93B50B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C5FDB68B,DAR-21D8F676,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
