decision_package_id,risk_tier,urgency,dominant_kpi_id,dominant_kpi_name,dominant_breach,contributing_factors,contradiction_warning,operational_escalation,management_attention,affected_department,reporting_date,primary_queue,monitoring_trigger
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250429,69.63,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-04-29 assessed as High priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_001; kpi_003; kpi_006.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250506,74.33,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-05-06 assessed as High priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250510,72.72,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-05-10 assessed as High priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250519,69.58,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-05-19 assessed as High priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_002; kpi_003.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250527,78.58,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-05-27 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250621,79.55,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-06-21 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250626,84.12,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-06-26 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250704,73.27,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-07-04 assessed as High priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250711,75.18,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-07-11 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250715,70.08,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-07-15 assessed as High priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_003; kpi_006.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250722,79.42,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-07-22 assessed as High priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_002; kpi_003.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250731,67.58,Immediate Review,kpi_003,Bed Occupancy Rate,Department Medical Ward on 2025-07-31 assessed as High priority with Immediate Review urgency. The dominant risk driver is Bed Occupancy Rate: threshold=Critical Capacity Pressure; breach=Provisional Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staff Absenteeism Rate may be associated with Bed Occupancy Rate,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250224,62.5,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-02-24 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250313,81.16,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-03-13 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250410,52.09,Prompt Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-04-10 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250418,49.69,Prompt Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-04-18 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250428,70.36,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-04-28 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250503,62.31,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-05-03 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250522,49.69,Prompt Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-05-22 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250603,65.01,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-06-03 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250619,75.55,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-06-19 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250629,61.99,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-06-29 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250703,58.47,Prompt Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-07-03 assessed as High priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250710,80.41,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-07-10 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250719,57.51,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-07-19 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250726,64.84,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-07-26 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250903,53.59,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-09-03 assessed as Elevated priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251001,63.88,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-10-01 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251012,72.47,Immediate Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-10-12 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251025,52.09,Prompt Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-10-25 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251120,54.74,Prompt Review,kpi_006,Patient Satisfaction Score,Department Medical Ward on 2025-11-20 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_003; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Medical Ward,,General Queue,3 days
