panel_type,decision_action_routing_id,decision_package_id,final_readiness_status,primary_permitted_action,primary_queue,responsible_role,escalation_status,approval_status,action_id,action_name,action_eligibility_status,enabled_flag,disabled_reason,confirmation_required,audit_required,management_selection_required,selected_flag,governance_note
Action Button,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,,Pending Management Review,A008,Request Additional Scenario,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,,Pending Management Review,A009,Request Stakeholder Review,Allowed with Conditions,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,,Pending Management Review,A010,Proceed to Limited-Trial Consideration,Blocked,False,Action is Blocked,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,,Pending Management Review,A011,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,,Pending Management Review,A012,Escalate for Immediate Management Attention,Allowed with Conditions,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,,Pending Management Review,A013,Defer Decision,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,,Pending Management Review,A014,Reject Decision Use,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,,Pending Management Review,A015,Request Evidence Completion,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,,Pending Management Review,A016,Request Lineage Completion,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,,Pending Management Review,A017,Route to Non-Quantitative Review,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,,Pending Management Review,A018,No Action - Monitoring Continues,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A001,Review Integrated Decision Package,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A002,Compare Scenario Options,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A003,Validate Assumptions,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A004,Validate Baseline,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A005,Validate Financial Inputs,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A006,Validate Benefit Assumptions,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A007,Provide Budget Information,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A008,Request Additional Scenario,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A009,Request Stakeholder Review,Allowed with Conditions,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A010,Proceed to Limited-Trial Consideration,Blocked,False,Action is Blocked,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A011,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A012,Escalate for Immediate Management Attention,Allowed with Conditions,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A013,Defer Decision,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A014,Reject Decision Use,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A015,Request Evidence Completion,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A016,Request Lineage Completion,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A017,Route to Non-Quantitative Review,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,,Pending Management Review,A018,No Action - Monitoring Continues,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A001,Review Integrated Decision Package,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A002,Compare Scenario Options,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A003,Validate Assumptions,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A004,Validate Baseline,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A005,Validate Financial Inputs,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A006,Validate Benefit Assumptions,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A007,Provide Budget Information,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A008,Request Additional Scenario,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A009,Request Stakeholder Review,Allowed with Conditions,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A010,Proceed to Limited-Trial Consideration,Blocked,False,Action is Blocked,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A011,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A012,Escalate for Immediate Management Attention,Allowed with Conditions,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A013,Defer Decision,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A014,Reject Decision Use,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A015,Request Evidence Completion,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A016,Request Lineage Completion,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A017,Route to Non-Quantitative Review,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,,Pending Management Review,A018,No Action - Monitoring Continues,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A001,Review Integrated Decision Package,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A002,Compare Scenario Options,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A003,Validate Assumptions,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A004,Validate Baseline,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A005,Validate Financial Inputs,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A006,Validate Benefit Assumptions,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A007,Provide Budget Information,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A008,Request Additional Scenario,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A009,Request Stakeholder Review,Allowed with Conditions,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A010,Proceed to Limited-Trial Consideration,Blocked,False,Action is Blocked,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A011,Continue Monitoring,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A012,Escalate for Immediate Management Attention,Allowed with Conditions,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A013,Defer Decision,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A014,Reject Decision Use,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A015,Request Evidence Completion,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A016,Request Lineage Completion,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A017,Route to Non-Quantitative Review,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,,Pending Management Review,A018,No Action - Monitoring Continues,Allowed,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,,Pending Management Review,A001,Review Integrated Decision Package,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,,Pending Management Review,A002,Compare Scenario Options,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,,Pending Management Review,A003,Validate Assumptions,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,,Pending Management Review,A004,Validate Baseline,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,,Pending Management Review,A005,Validate Financial Inputs,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,,Pending Management Review,A006,Validate Benefit Assumptions,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,,Pending Management Review,A007,Provide Budget Information,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,,Pending Management Review,A008,Request Additional Scenario,Not Applicable,False,Action is Not Applicable,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,,Pending Management Review,A009,Request Stakeholder Review,Allowed with Conditions,True,,True,True,True,False,Streamlit contract - UI eligibility only
Action Button,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,,Pending Management Review,A010,Proceed to Limited-Trial Consideration,Blocked,False,Action is Blocked,True,True,True,False,Streamlit contract - UI eligibility only
