integrated_management_brief_id,decision_package_id,export_type,export_appendix,display_order,available_flag,governance_note
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
