confirmation_id,decision_package_id,approval_package_id,confirmation_type,confirmation_description,responsible_role,required_before_action,current_status,evidence_required,governance_warning
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
