decision_action_routing_id,decision_package_id,secondary_permitted_action,assigned_flag,selected_flag,governance_note
DAR-E8FC8FC4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-5312D8A3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-5312D8A3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-5312D8A3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-B40F0EA3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-B40F0EA3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-B40F0EA3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-8679C0B3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Validate Assumptions,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-8679C0B3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Validate Baseline,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-8679C0B3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Continue Monitoring,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-D41A78A2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-D41A78A2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-D41A78A2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-AFC76DD5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-AFC76DD5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-AFC76DD5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-7D935A78,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-7D935A78,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-7D935A78,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-085E4166,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-085E4166,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-085E4166,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-08BDB08D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-08BDB08D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-08BDB08D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-750EDF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-750EDF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-750EDF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-3F5F7FE6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-3F5F7FE6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-3F5F7FE6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-4343723C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Request Stakeholder Review,False,False,Secondary action for Requires Evidence Completion
DAR-4343723C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Continue Monitoring,False,False,Secondary action for Requires Evidence Completion
DAR-4343723C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Defer Decision,False,False,Secondary action for Requires Evidence Completion
DAR-83E86EF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Request Stakeholder Review,False,False,Secondary action for Requires Evidence Completion
DAR-83E86EF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Continue Monitoring,False,False,Secondary action for Requires Evidence Completion
DAR-83E86EF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Defer Decision,False,False,Secondary action for Requires Evidence Completion
DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-9BFF5838,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Request Evidence Completion,False,False,Secondary action for Requires Lineage Completion
DAR-9BFF5838,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Defer Decision,False,False,Secondary action for Requires Lineage Completion
DAR-B5ED7C2C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-B5ED7C2C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-A0AB822C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-A0AB822C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-CAEE9730,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-CAEE9730,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-BF840961,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-BF840961,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-0A64507D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-0A64507D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-9B80F7C6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-9B80F7C6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-23D5D874,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-23D5D874,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-6E63C959,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-6E63C959,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-E9BD62E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-E9BD62E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-ACE02453,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-ACE02453,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-F501B1EC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-F501B1EC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-ABB8588C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-ABB8588C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-3DA7AA0E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-3DA7AA0E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-55D93A86,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-55D93A86,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-271C04DC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-271C04DC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-A679E660,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-A679E660,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-5F3D529C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-5F3D529C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-CE6447FF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-CE6447FF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-C714F76B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-C714F76B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-9BF095C5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-9BF095C5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-0F9CBF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-0F9CBF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-ABC6B02B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-ABC6B02B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-FBE8834F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-FBE8834F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-669416D0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-669416D0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-04016886,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-04016886,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-C1718EA0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-C1718EA0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-AA4FB234,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-AA4FB234,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-DD7260E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-DD7260E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-9ABA22BF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-9ABA22BF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-3FEB44CC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-3FEB44CC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-151A4D5B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-151A4D5B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
