bed_capacity_record_id,hospital_id,department_id,reporting_date,reporting_month,licensed_beds,staffed_beds,operational_beds,occupied_beds,unavailable_beds,reserved_beds,beds_above_operational_capacity,overcapacity_flag,overcapacity_exception_flag,overcapacity_reason,valid_bed_record_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
BED-000000647,HOSP-001,DEPT-SURG,2026-08-04,2026-08,100,95,94,89,6,3,0,False,False,,True,BED-000000647,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000648,HOSP-001,DEPT-ICU,2026-08-04,2026-08,24,22,20,17,4,0,0,False,False,,True,BED-000000648,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000649,HOSP-001,DEPT-MED,2026-08-05,2026-08,120,108,101,94,19,1,0,False,False,,True,BED-000000649,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000650,HOSP-001,DEPT-SURG,2026-08-05,2026-08,100,91,86,80,14,0,0,False,False,,True,BED-000000650,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000651,HOSP-001,DEPT-ICU,2026-08-05,2026-08,24,22,20,17,4,0,0,False,False,,True,BED-000000651,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000652,HOSP-001,DEPT-MED,2026-08-06,2026-08,120,113,105,103,15,3,0,False,False,,True,BED-000000652,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000653,HOSP-001,DEPT-SURG,2026-08-06,2026-08,100,92,90,90,10,3,0,False,False,,True,BED-000000653,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000654,HOSP-001,DEPT-ICU,2026-08-06,2026-08,24,21,20,18,4,0,0,False,False,,True,BED-000000654,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000655,HOSP-001,DEPT-MED,2026-08-07,2026-08,120,115,113,95,7,0,0,False,False,,True,BED-000000655,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000656,HOSP-001,DEPT-SURG,2026-08-07,2026-08,100,95,94,82,6,4,0,False,False,,True,BED-000000656,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000657,HOSP-001,DEPT-ICU,2026-08-07,2026-08,24,23,22,18,2,0,0,False,False,,True,BED-000000657,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000658,HOSP-001,DEPT-MED,2026-08-08,2026-08,120,119,115,103,5,2,0,False,False,,True,BED-000000658,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000659,HOSP-001,DEPT-SURG,2026-08-08,2026-08,100,98,97,90,3,2,0,False,False,,True,BED-000000659,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000660,HOSP-001,DEPT-ICU,2026-08-08,2026-08,24,23,21,21,3,0,0,False,False,,True,BED-000000660,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000661,HOSP-001,DEPT-MED,2026-08-09,2026-08,120,117,113,105,7,0,0,False,False,,True,BED-000000661,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000662,HOSP-001,DEPT-SURG,2026-08-09,2026-08,100,90,84,86,16,2,2,True,True,Occupied exceeds operational capacity,True,BED-000000662,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000663,HOSP-001,DEPT-ICU,2026-08-09,2026-08,24,23,22,21,2,0,0,False,False,,True,BED-000000663,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000664,HOSP-001,DEPT-MED,2026-08-10,2026-08,120,114,113,97,7,3,0,False,False,,True,BED-000000664,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000665,HOSP-001,DEPT-SURG,2026-08-10,2026-08,100,90,87,76,13,0,0,False,False,,True,BED-000000665,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000666,HOSP-001,DEPT-ICU,2026-08-10,2026-08,24,21,20,20,4,0,0,False,False,,True,BED-000000666,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000667,HOSP-001,DEPT-MED,2026-08-11,2026-08,120,118,111,105,9,1,0,False,False,,True,BED-000000667,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000668,HOSP-001,DEPT-SURG,2026-08-11,2026-08,100,93,92,82,8,3,0,False,False,,True,BED-000000668,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000669,HOSP-001,DEPT-ICU,2026-08-11,2026-08,24,21,20,19,4,0,0,False,False,,True,BED-000000669,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000670,HOSP-001,DEPT-MED,2026-08-12,2026-08,120,115,113,109,7,4,0,False,False,,True,BED-000000670,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000671,HOSP-001,DEPT-SURG,2026-08-12,2026-08,100,95,93,77,7,3,0,False,False,,True,BED-000000671,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000672,HOSP-001,DEPT-ICU,2026-08-12,2026-08,24,22,21,21,3,0,0,False,False,,True,BED-000000672,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000673,HOSP-001,DEPT-MED,2026-08-13,2026-08,120,117,112,103,8,3,0,False,False,,True,BED-000000673,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000674,HOSP-001,DEPT-SURG,2026-08-13,2026-08,100,91,84,73,16,3,0,False,False,,True,BED-000000674,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000675,HOSP-001,DEPT-ICU,2026-08-13,2026-08,24,23,21,19,3,0,0,False,False,,True,BED-000000675,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000676,HOSP-001,DEPT-MED,2026-08-14,2026-08,120,119,114,109,6,2,0,False,False,,True,BED-000000676,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000677,HOSP-001,DEPT-SURG,2026-08-14,2026-08,100,90,89,81,11,0,0,False,False,,True,BED-000000677,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000678,HOSP-001,DEPT-ICU,2026-08-14,2026-08,24,23,21,19,3,0,0,False,False,,True,BED-000000678,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000679,HOSP-001,DEPT-MED,2026-08-15,2026-08,120,108,102,100,18,0,0,False,False,,True,BED-000000679,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000680,HOSP-001,DEPT-SURG,2026-08-15,2026-08,100,90,82,81,18,1,0,False,False,,True,BED-000000680,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000681,HOSP-001,DEPT-ICU,2026-08-15,2026-08,24,23,22,18,2,0,0,False,False,,True,BED-000000681,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000682,HOSP-001,DEPT-MED,2026-08-16,2026-08,120,115,109,102,11,4,0,False,False,,True,BED-000000682,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000683,HOSP-001,DEPT-SURG,2026-08-16,2026-08,100,99,92,87,8,2,0,False,False,,True,BED-000000683,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000684,HOSP-001,DEPT-ICU,2026-08-16,2026-08,24,22,21,18,3,0,0,False,False,,True,BED-000000684,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000685,HOSP-001,DEPT-MED,2026-08-17,2026-08,120,111,103,101,17,1,0,False,False,,True,BED-000000685,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000686,HOSP-001,DEPT-SURG,2026-08-17,2026-08,100,97,96,89,4,4,0,False,False,,True,BED-000000686,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000687,HOSP-001,DEPT-ICU,2026-08-17,2026-08,24,22,20,17,4,0,0,False,False,,True,BED-000000687,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000688,HOSP-001,DEPT-MED,2026-08-18,2026-08,120,113,106,99,14,1,0,False,False,,True,BED-000000688,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000689,HOSP-001,DEPT-SURG,2026-08-18,2026-08,100,96,93,81,7,2,0,False,False,,True,BED-000000689,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000690,HOSP-001,DEPT-ICU,2026-08-18,2026-08,24,21,20,20,4,0,0,False,False,,True,BED-000000690,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000691,HOSP-001,DEPT-MED,2026-08-19,2026-08,120,110,104,91,16,1,0,False,False,,True,BED-000000691,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000692,HOSP-001,DEPT-SURG,2026-08-19,2026-08,100,98,96,80,4,0,0,False,False,,True,BED-000000692,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000693,HOSP-001,DEPT-ICU,2026-08-19,2026-08,24,23,21,20,3,0,0,False,False,,True,BED-000000693,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000694,HOSP-001,DEPT-MED,2026-08-20,2026-08,120,116,115,107,5,2,0,False,False,,True,BED-000000694,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000695,HOSP-001,DEPT-SURG,2026-08-20,2026-08,100,95,90,91,10,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000695,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000696,HOSP-001,DEPT-ICU,2026-08-20,2026-08,24,23,22,19,2,0,0,False,False,,True,BED-000000696,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000697,HOSP-001,DEPT-MED,2026-08-21,2026-08,120,117,109,113,11,5,4,True,True,Occupied exceeds operational capacity,True,BED-000000697,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000698,HOSP-001,DEPT-SURG,2026-08-21,2026-08,100,99,93,96,7,3,3,True,True,Occupied exceeds operational capacity,True,BED-000000698,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000699,HOSP-001,DEPT-ICU,2026-08-21,2026-08,24,22,20,17,4,0,0,False,False,,True,BED-000000699,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000700,HOSP-001,DEPT-MED,2026-08-22,2026-08,120,114,108,100,12,1,0,False,False,,True,BED-000000700,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000701,HOSP-001,DEPT-SURG,2026-08-22,2026-08,100,97,90,91,10,2,1,True,True,Occupied exceeds operational capacity,True,BED-000000701,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000702,HOSP-001,DEPT-ICU,2026-08-22,2026-08,24,21,20,16,4,0,0,False,False,,True,BED-000000702,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000703,HOSP-001,DEPT-MED,2026-08-23,2026-08,120,119,116,106,4,5,0,False,False,,True,BED-000000703,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000704,HOSP-001,DEPT-SURG,2026-08-23,2026-08,100,97,91,88,9,3,0,False,False,,True,BED-000000704,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000705,HOSP-001,DEPT-ICU,2026-08-23,2026-08,24,22,21,18,3,0,0,False,False,,True,BED-000000705,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000706,HOSP-001,DEPT-MED,2026-08-24,2026-08,120,114,105,94,15,0,0,False,False,,True,BED-000000706,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000707,HOSP-001,DEPT-SURG,2026-08-24,2026-08,100,92,91,89,9,2,0,False,False,,True,BED-000000707,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000708,HOSP-001,DEPT-ICU,2026-08-24,2026-08,24,21,19,18,5,0,0,False,False,,True,BED-000000708,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000709,HOSP-001,DEPT-MED,2026-08-25,2026-08,120,119,110,113,10,3,3,True,True,Occupied exceeds operational capacity,True,BED-000000709,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000710,HOSP-001,DEPT-SURG,2026-08-25,2026-08,100,96,93,93,7,3,0,False,False,,True,BED-000000710,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000711,HOSP-001,DEPT-ICU,2026-08-25,2026-08,24,22,21,20,3,0,0,False,False,,True,BED-000000711,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000712,HOSP-001,DEPT-MED,2026-08-26,2026-08,120,117,107,107,13,1,0,False,False,,True,BED-000000712,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000713,HOSP-001,DEPT-SURG,2026-08-26,2026-08,100,92,91,89,9,3,0,False,False,,True,BED-000000713,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000714,HOSP-001,DEPT-ICU,2026-08-26,2026-08,24,21,19,17,5,0,0,False,False,,True,BED-000000714,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000715,HOSP-001,DEPT-MED,2026-08-27,2026-08,120,118,114,106,6,5,0,False,False,,True,BED-000000715,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000716,HOSP-001,DEPT-SURG,2026-08-27,2026-08,100,90,86,80,14,1,0,False,False,,True,BED-000000716,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000717,HOSP-001,DEPT-ICU,2026-08-27,2026-08,24,23,22,19,2,0,0,False,False,,True,BED-000000717,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000718,HOSP-001,DEPT-MED,2026-08-28,2026-08,120,115,110,107,10,1,0,False,False,,True,BED-000000718,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000719,HOSP-001,DEPT-SURG,2026-08-28,2026-08,100,93,86,76,14,1,0,False,False,,True,BED-000000719,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000720,HOSP-001,DEPT-ICU,2026-08-28,2026-08,24,21,20,17,4,0,0,False,False,,True,BED-000000720,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000721,HOSP-001,DEPT-MED,2026-08-29,2026-08,120,119,114,110,6,4,0,False,False,,True,BED-000000721,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000722,HOSP-001,DEPT-SURG,2026-08-29,2026-08,100,91,88,91,12,1,3,True,True,Occupied exceeds operational capacity,True,BED-000000722,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000723,HOSP-001,DEPT-ICU,2026-08-29,2026-08,24,21,20,17,4,0,0,False,False,,True,BED-000000723,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000724,HOSP-001,DEPT-MED,2026-08-30,2026-08,120,115,111,106,9,1,0,False,False,,True,BED-000000724,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000725,HOSP-001,DEPT-SURG,2026-08-30,2026-08,100,99,95,88,5,3,0,False,False,,True,BED-000000725,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000726,HOSP-001,DEPT-ICU,2026-08-30,2026-08,24,21,19,15,5,0,0,False,False,,True,BED-000000726,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000727,HOSP-001,DEPT-MED,2026-08-31,2026-08,120,116,113,103,7,4,0,False,False,,True,BED-000000727,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000728,HOSP-001,DEPT-SURG,2026-08-31,2026-08,100,94,90,92,10,2,2,True,True,Occupied exceeds operational capacity,True,BED-000000728,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000729,HOSP-001,DEPT-ICU,2026-08-31,2026-08,24,23,21,18,3,0,0,False,False,,True,BED-000000729,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000730,HOSP-001,DEPT-MED,2026-09-01,2026-09,120,116,110,107,10,0,0,False,False,,True,BED-000000730,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000731,HOSP-001,DEPT-SURG,2026-09-01,2026-09,100,91,85,76,15,0,0,False,False,,True,BED-000000731,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000732,HOSP-001,DEPT-ICU,2026-09-01,2026-09,24,22,20,16,4,0,0,False,False,,True,BED-000000732,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000733,HOSP-001,DEPT-MED,2026-09-02,2026-09,120,108,105,99,15,3,0,False,False,,True,BED-000000733,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000734,HOSP-001,DEPT-SURG,2026-09-02,2026-09,100,96,90,92,10,2,2,True,True,Occupied exceeds operational capacity,True,BED-000000734,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000735,HOSP-001,DEPT-ICU,2026-09-02,2026-09,24,23,22,19,2,0,0,False,False,,True,BED-000000735,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000736,HOSP-001,DEPT-MED,2026-09-03,2026-09,120,117,111,108,9,2,0,False,False,,True,BED-000000736,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000737,HOSP-001,DEPT-SURG,2026-09-03,2026-09,100,94,92,90,8,3,0,False,False,,True,BED-000000737,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000738,HOSP-001,DEPT-ICU,2026-09-03,2026-09,24,23,21,18,3,0,0,False,False,,True,BED-000000738,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000739,HOSP-001,DEPT-MED,2026-09-04,2026-09,120,115,111,96,9,3,0,False,False,,True,BED-000000739,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000740,HOSP-001,DEPT-SURG,2026-09-04,2026-09,100,99,92,88,8,2,0,False,False,,True,BED-000000740,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000741,HOSP-001,DEPT-ICU,2026-09-04,2026-09,24,23,22,21,2,0,0,False,False,,True,BED-000000741,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000742,HOSP-001,DEPT-MED,2026-09-05,2026-09,120,119,116,96,4,5,0,False,False,,True,BED-000000742,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000743,HOSP-001,DEPT-SURG,2026-09-05,2026-09,100,92,88,83,12,1,0,False,False,,True,BED-000000743,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000744,HOSP-001,DEPT-ICU,2026-09-05,2026-09,24,22,21,21,3,0,0,False,False,,True,BED-000000744,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000745,HOSP-001,DEPT-MED,2026-09-06,2026-09,120,110,108,93,12,2,0,False,False,,True,BED-000000745,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000746,HOSP-001,DEPT-SURG,2026-09-06,2026-09,100,95,93,89,7,3,0,False,False,,True,BED-000000746,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000747,HOSP-001,DEPT-ICU,2026-09-06,2026-09,24,22,20,19,4,0,0,False,False,,True,BED-000000747,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000748,HOSP-001,DEPT-MED,2026-09-07,2026-09,120,111,106,100,14,0,0,False,False,,True,BED-000000748,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000749,HOSP-001,DEPT-SURG,2026-09-07,2026-09,100,92,85,78,15,2,0,False,False,,True,BED-000000749,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000750,HOSP-001,DEPT-ICU,2026-09-07,2026-09,24,22,20,18,4,0,0,False,False,,True,BED-000000750,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000751,HOSP-001,DEPT-MED,2026-09-08,2026-09,120,118,113,98,7,0,0,False,False,,True,BED-000000751,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000752,HOSP-001,DEPT-SURG,2026-09-08,2026-09,100,95,88,85,12,3,0,False,False,,True,BED-000000752,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000753,HOSP-001,DEPT-ICU,2026-09-08,2026-09,24,21,19,17,5,0,0,False,False,,True,BED-000000753,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000754,HOSP-001,DEPT-MED,2026-09-09,2026-09,120,118,112,93,8,0,0,False,False,,True,BED-000000754,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000755,HOSP-001,DEPT-SURG,2026-09-09,2026-09,100,93,88,72,12,1,0,False,False,,True,BED-000000755,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000756,HOSP-001,DEPT-ICU,2026-09-09,2026-09,24,21,20,18,4,0,0,False,False,,True,BED-000000756,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000757,HOSP-001,DEPT-MED,2026-09-10,2026-09,120,117,116,119,4,1,3,True,True,Occupied exceeds operational capacity,True,BED-000000757,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000758,HOSP-001,DEPT-SURG,2026-09-10,2026-09,100,98,92,88,8,2,0,False,False,,True,BED-000000758,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000759,HOSP-001,DEPT-ICU,2026-09-10,2026-09,24,22,21,19,3,0,0,False,False,,True,BED-000000759,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
