interpretation_id,approval_package_id,scenario_template_id,episode_id,scenario_family,comparator_summary,primary_kpi_effect,supporting_kpi_effects,adverse_effects,displacement_risk,assumption_drivers,management_validation_required,sensitivity_classification,diminishing_return_classification,trade_off_band,management_readiness,interpretation_text
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108,SCEN-STAFF-001,EP-HOSP-001-DEPT-ADM-kpi_001-20260108,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%),Staffing coverage adjusted from 83.33% to 100.00%. Adjusted available staff: 20.0 (required: 18.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Staffing Coverage Adjustment,Baseline: Decrease (-1.0714285714285694%); Conservative: Increase (15.595238095238088%); Expected: Increase (36.42857142857143%); Higher Intensity: Increase (36.42857142857143%),Staffing coverage adjusted from 63.57% to 100.00%. Adjusted available staff: 12.5 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-1.0714285714285694%); Conservative: Increase (15.595238095238088%); Expected: Increase (36.42857142857143%); Higher Intensity: Increase (36.42857142857143%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20261116,Staffing Coverage Adjustment,Baseline: Increase (0.8720930232558146%); Conservative: Increase (12.5%); Expected: Increase (12.5%); Higher Intensity: Increase (12.5%),Staffing coverage adjusted from 87.50% to 100.00%. Adjusted available staff: 14.5 (required: 10.8).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116 (SCEN-STAFF-001): Comparators show Baseline: Increase (0.8720930232558146%); Conservative: Increase (12.5%); Expected: Increase (12.5%); Higher Intensity: Increase (12.5%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%),Staffing coverage adjusted from 76.92% to 100.00%. Adjusted available staff: 15.0 (required: 13.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (20.0%); Expected: Increase (30.0%); Higher Intensity: Increase (30.0%),Staffing coverage adjusted from 70.00% to 100.00%. Adjusted available staff: 12.0 (required: 10.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (20.0%); Expected: Increase (30.0%); Higher Intensity: Increase (30.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (22.22222222222223%); Expected: Increase (33.33333333333334%); Higher Intensity: Increase (33.33333333333334%),Staffing coverage adjusted from 66.67% to 100.00%. Adjusted available staff: 11.0 (required: 9.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (22.22222222222223%); Expected: Increase (33.33333333333334%); Higher Intensity: Increase (33.33333333333334%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20261214,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%),Staffing coverage adjusted from 83.33% to 100.00%. Adjusted available staff: 15.0 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20261219,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%),Staffing coverage adjusted from 76.92% to 100.00%. Adjusted available staff: 15.0 (required: 13.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20261223,Staffing Coverage Adjustment,Baseline: Decrease (-0.8333333333333286%); Conservative: Increase (19.16666666666667%); Expected: Increase (29.16666666666667%); Higher Intensity: Increase (29.16666666666667%),Staffing coverage adjusted from 70.83% to 100.00%. Adjusted available staff: 12.0 (required: 10.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.8333333333333286%); Conservative: Increase (19.16666666666667%); Expected: Increase (29.16666666666667%); Higher Intensity: Increase (29.16666666666667%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,SCEN-ABS-001,EP-HOSP-001-DEPT-OPC-kpi_002-20260118,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 20.00% to 16.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,SCEN-ABS-001,EP-HOSP-001-DEPT-OPC-kpi_002-20260319,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999991%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 19.76% to 15.81%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.95%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999991%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,SCEN-ABS-001,EP-HOSP-001-DEPT-OPC-kpi_002-20260404,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999995%); Expected: Decrease (-19.99999999999999%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 22.38% to 17.90%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.48%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999995%); Expected: Decrease (-19.99999999999999%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,SCEN-ABS-001,EP-HOSP-001-DEPT-OPC-kpi_002-20260414,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 16.67% to 13.33%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.33%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,SCEN-ABS-001,EP-HOSP-001-DEPT-OPC-kpi_002-20260421,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 37.50% to 30.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 7.50%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,SCEN-ABS-001,EP-HOSP-001-DEPT-OPC-kpi_002-20260504,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 20.00% to 16.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,SCEN-ABS-001,EP-HOSP-001-DEPT-OPC-kpi_002-20260704,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 16.67% to 13.33%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.33%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,SCEN-ABS-001,EP-HOSP-001-DEPT-OPC-kpi_002-20260826,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999991%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 18.18% to 14.55%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.64%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999991%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
