financial_input_requirement_id,approval_package_id,management_scenario_package_id,scenario_run_id,scenario_family,intervention_type,required_cost_input,financial_driver,cost_unit,required_period,one_time_or_recurring,direct_or_indirect,expected_input_owner,potential_source,actual_input_available,financial_input_status,missing_input_flag,missing_input_flag,stakeholder_validation_required,governance_warning,matched_input_id
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,SR-BL-52FD9B5BD83EAA8D-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,SR-BL-52FD9B5BD83EAA8D-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,SR-BL-D57F80DD20D95EFE-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,SR-BL-D57F80DD20D95EFE-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,SR-BL-52281CFFFCC24D02-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,SR-BL-52281CFFFCC24D02-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,SR-BL-38423A73DD807845-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,SR-BL-38423A73DD807845-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,SR-BL-00E8F7240048C2FF-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,SR-BL-00E8F7240048C2FF-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,SR-BL-C4AEEC540CB8E385-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,SR-BL-C4AEEC540CB8E385-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,SR-BL-1BF29AF1D39F69C4-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,SR-BL-1BF29AF1D39F69C4-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,SR-BL-4B7B4E3F76390408-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,SR-BL-4B7B4E3F76390408-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,SR-BL-6D36E4CD902A03C3-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,SR-BL-6D36E4CD902A03C3-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,SR-BL-231E7FD07C8E239E-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,SR-BL-231E7FD07C8E239E-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,SR-BL-38833579398C04FA-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,SR-BL-38833579398C04FA-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,SR-BL-41656BD47109AE63-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,SR-BL-41656BD47109AE63-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,SR-BL-8A4D8FC38A2271AD-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,SR-BL-8A4D8FC38A2271AD-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,SR-BL-0B956423BE705304-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,SR-BL-0B956423BE705304-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,SR-BL-46A2F0023A1595AC-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,SR-BL-46A2F0023A1595AC-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,SR-BL-67782FB8BA6FCCAD-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,SR-BL-67782FB8BA6FCCAD-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,SR-BL-CCE9DACA8394BB1B-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,SR-BL-CCE9DACA8394BB1B-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,SR-BL-4252681C47EC5144-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,SR-BL-4252681C47EC5144-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,SR-BL-E3193F8E25D0F619-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,SR-BL-E3193F8E25D0F619-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,SR-BL-268F888700F2B7A1-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,SR-BL-268F888700F2B7A1-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,SR-BL-9657669AA12DB627-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,SR-BL-9657669AA12DB627-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,SR-BL-88FE729827A4AE38-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,SR-BL-88FE729827A4AE38-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,SR-BL-8E26EF7B244882DF-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,SR-BL-8E26EF7B244882DF-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
