issue_id,scenario_run_id,approval_package_id,issue_type,description,severity,governance_warning,reconciliation_classification,affects_cost,affects_benefit,affects_net_impact,affects_roi_eligibility,resolution_status,resolution_reason,action_taken,evidence_reference,lineage_reference,reconciliation_timestamp
DC-BEN-SR-BL-01366CC1CEC217CC-COMP-CONS-001-Avoided Temporary St,SR-BL-01366CC1CEC217CC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-9657669AA12DB627-COMP-HIGH-001-Avoided Temporary St,SR-BL-9657669AA12DB627-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-992093454AB2494C-COMP-CONS-001-Avoided Temporary St,SR-BL-992093454AB2494C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-992093454AB2494C-COMP-EXP-001-Avoided Temporary St,SR-BL-992093454AB2494C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-992093454AB2494C-COMP-HIGH-001-Avoided Temporary St,SR-BL-992093454AB2494C-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-9952ED077423C0EA-COMP-CONS-001-Avoided Temporary St,SR-BL-9952ED077423C0EA-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-9952ED077423C0EA-COMP-EXP-001-Avoided Temporary St,SR-BL-9952ED077423C0EA-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-9952ED077423C0EA-COMP-HIGH-001-Avoided Temporary St,SR-BL-9952ED077423C0EA-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-9B7D1CB5C80261D2-COMP-CONS-001-Avoided Temporary St,SR-BL-9B7D1CB5C80261D2-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-9B7D1CB5C80261D2-COMP-EXP-001-Avoided Temporary St,SR-BL-9B7D1CB5C80261D2-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-9B7D1CB5C80261D2-COMP-HIGH-001-Avoided Temporary St,SR-BL-9B7D1CB5C80261D2-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-A33F29A16E668071-COMP-CONS-001-Avoided Temporary St,SR-BL-A33F29A16E668071-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-A33F29A16E668071-COMP-EXP-001-Avoided Temporary St,SR-BL-A33F29A16E668071-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-A33F29A16E668071-COMP-HIGH-001-Avoided Temporary St,SR-BL-A33F29A16E668071-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-A630FBB84907CFB8-COMP-CONS-001-Avoided Temporary St,SR-BL-A630FBB84907CFB8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-A630FBB84907CFB8-COMP-EXP-001-Avoided Temporary St,SR-BL-A630FBB84907CFB8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
